"GOFAR Data Export"
"Vehicle","From","To"
"New Car","01-Jul-2021","30-Jun-2022"
,,,,,,,,,,,,,,,,,,,,
"Start Odometer (km)","End Odometer (km)","Total Distance Recorded (km)","Business Distance Recorded (km)","Business Use Percentage",,,,,,,,,,,,,,,
"49750","85665","30215.36","0.00","0.00",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Type,Trip Index,Start Time,End Time,Fuel (L),Cost,Price per Litre,Start Location,End Location,Average Speed (km/h),Distance (km),Economy (L/100km),CO2 (kg),Acceleration Score,Braking Score,Business,Tags,Odometer Start (km),Odometer End (km),% difference between calculated odometer and actual odometer
"Trip","1154","01-Jul-2021 14:47","01-Jul-2021 14:51","0.283","0.28","1.000","","","23","1.64","17.29","0.65","68.15","70.39","","","49750","49751","0.00%"
"Trip","1155","01-Jul-2021 14:57","01-Jul-2021 15:06","0.202","0.20","1.000","","","4","0.68","29.92","0.46","100.00","100.00","","","49751","49752","0.00%"
"Trip","1156","01-Jul-2021 15:11","01-Jul-2021 15:18","0.159","0.16","1.000","","","6","0.71","22.55","0.36","86.97","64.27","","","49752","49753","0.00%"
"Trip","1157","01-Jul-2021 15:42","01-Jul-2021 15:46","0.196","0.20","1.000","","","29","1.72","11.38","0.45","74.99","72.12","","","49753","49754","0.00%"
"Trip","1158","01-Jul-2021 16:09","01-Jul-2021 16:17","0.284","0.28","1.000","","","16","1.92","14.77","0.65","66.75","70.86","","","49754","49756","0.00%"
"Trip","1159","01-Jul-2021 16:27","01-Jul-2021 16:30","0.067","0.07","1.000","","","4","0.18","37.03","0.15","100.00","100.00","","","49756","49757","0.00%"
"Trip","1160","01-Jul-2021 16:43","01-Jul-2021 16:52","0.359","0.36","1.000","","","29","3.98","9.02","0.82","77.60","80.75","","","49757","49760","0.00%"
"Trip","1161","01-Jul-2021 17:06","01-Jul-2021 17:22","0.870","0.87","1.000","","","43","11.89","7.31","2.00","89.24","86.81","","","49760","49772","0.00%"
"Trip","1162","01-Jul-2021 17:25","01-Jul-2021 17:38","0.507","0.51","1.000","","","29","5.82","8.72","1.17","77.76","80.20","","","49772","49778","0.00%"
"Trip","1163","01-Jul-2021 17:49","01-Jul-2021 17:57","0.344","0.34","1.000","","","24","3.27","10.53","0.79","78.74","74.84","","","49778","49781","0.00%"
"Trip","1164","01-Jul-2021 18:02","01-Jul-2021 18:30","1.351","1.35","1.000","","","37","17.59","7.68","3.12","85.33","82.21","","","49781","49799","0.00%"
"Trip","1165","01-Jul-2021 18:35","01-Jul-2021 18:50","0.808","0.81","1.000","","","45","11.25","7.18","1.86","81.23","81.55","","","49799","49810","0.00%"
"Trip","1166","01-Jul-2021 19:09","01-Jul-2021 19:24","0.580","0.58","1.000","","","30","7.13","8.14","1.34","79.02","77.08","","","49810","49817","0.00%"
"Trip","1167","01-Jul-2021 19:32","01-Jul-2021 19:35","0.155","0.16","1.000","","","35","1.62","9.59","0.35","85.75","68.47","","","49817","49819","0.00%"
"Trip","1168","02-Jul-2021 07:45","02-Jul-2021 07:55","0.386","0.39","1.000","","","7","1.30","29.76","0.89","76.59","71.60","","","49819","49820","0.00%"
"Trip","1169","02-Jul-2021 08:03","02-Jul-2021 08:16","0.529","0.53","1.000","","","22","4.71","11.24","1.22","81.46","78.72","","","49820","49825","0.00%"
"Trip","1170","02-Jul-2021 18:19","02-Jul-2021 18:36","0.945","0.94","1.000","","","34","9.73","9.71","2.18","83.05","82.35","","","49825","49835","0.00%"
"Trip","1171","02-Jul-2021 18:53","02-Jul-2021 19:09","0.883","0.88","1.000","","","36","9.13","9.67","2.04","77.81","78.69","","","49835","49844","0.00%"
"Trip","1172","04-Jul-2021 21:44","04-Jul-2021 22:04","0.736","0.74","1.000","Port Kennedy","Port Kennedy","10","3.38","21.79","1.70","75.86","77.22","","","49844","49847","0.00%"
"Trip","1173","05-Jul-2021 14:36","05-Jul-2021 14:39","0.276","0.28","1.000","Port Kennedy","Port Kennedy","33","1.40","19.75","0.63","65.95","70.45","","","49847","49849","0.00%"
"Trip","1174","05-Jul-2021 14:59","05-Jul-2021 15:33","1.712","1.71","1.000","Port Kennedy","Mandurah","35","19.89","8.61","3.95","78.84","77.33","","","49849","49869","0.00%"
"Trip","1175","05-Jul-2021 17:00","05-Jul-2021 17:26","1.518","1.52","1.000","Mandurah","Port Kennedy","45","19.97","7.60","3.50","81.92","80.60","","","49869","49889","0.00%"
"Trip","1176","05-Jul-2021 18:14","05-Jul-2021 18:22","0.246","0.25","1.000","Port Kennedy","Warnbro","13","1.76","13.94","0.56","74.23","68.88","","","49889","49890","0.00%"
"Trip","1177","05-Jul-2021 18:39","05-Jul-2021 18:43","0.202","0.20","1.000","Warnbro","Port Kennedy","30","1.78","11.39","0.46","76.05","74.32","","","49890","49892","0.00%"
"Trip","1178","06-Jul-2021 17:00","06-Jul-2021 17:06","0.389","0.39","1.000","Port Kennedy","Port Kennedy","26","2.56","15.18","0.89","73.61","73.81","","","49892","49895","0.00%"
"Trip","1179","06-Jul-2021 17:15","06-Jul-2021 17:24","0.378","0.38","1.000","Port Kennedy","Port Kennedy","18","2.65","14.28","0.87","72.78","76.16","","","49895","49897","0.00%"
"Trip","1180","06-Jul-2021 17:30","06-Jul-2021 17:45","0.764","0.76","1.000","Port Kennedy","Port Kennedy","37","9.06","8.43","1.76","77.05","78.37","","","49897","49906","0.00%"
"Trip","1181","06-Jul-2021 18:04","06-Jul-2021 18:19","0.865","0.87","1.000","Port Kennedy","Port Kennedy","40","10.36","8.35","1.99","78.34","80.38","","","49906","49917","0.00%"
"Trip","1182","06-Jul-2021 18:52","06-Jul-2021 19:08","1.038","1.04","1.000","Port Kennedy","Port Kennedy","49","13.28","7.82","2.39","80.12","78.36","","","49917","49930","0.00%"
"Trip","1183","06-Jul-2021 19:16","06-Jul-2021 19:37","1.335","1.33","1.000","Port Kennedy","Port Kennedy","47","17.02","7.84","3.08","82.22","78.05","","","49930","49947","0.00%"
"Trip","1184","06-Jul-2021 20:51","06-Jul-2021 20:55","0.208","0.21","1.000","Port Kennedy","Port Kennedy","27","1.60","13.02","0.47","86.45","76.92","","","49947","49949","0.00%"
"Trip","1185","07-Jul-2021 13:18","07-Jul-2021 13:23","0.345","0.34","1.000","Port Kennedy","Warnbro","20","1.95","17.67","0.79","68.92","70.80","","","49949","49951","0.00%"
"Trip","1186","07-Jul-2021 13:45","07-Jul-2021 13:51","0.280","0.28","1.000","Warnbro","Port Kennedy","25","2.22","12.57","0.64","72.98","86.00","","","49951","49953","0.00%"
"Trip","1187","07-Jul-2021 17:19","07-Jul-2021 17:24","0.362","0.36","1.000","Port Kennedy","Port Kennedy","26","1.93","18.69","0.83","63.61","59.87","","","49953","49955","0.00%"
"Trip","1188","07-Jul-2021 17:28","07-Jul-2021 17:44","0.831","0.83","1.000","Port Kennedy","Port Kennedy","33","8.82","9.42","1.92","79.05","73.39","","","49955","49964","0.00%"
"Trip","1189","07-Jul-2021 18:00","07-Jul-2021 18:14","0.778","0.78","1.000","Port Kennedy","Port Kennedy","38","9.07","8.58","1.79","79.83","80.72","","","49964","49973","0.00%"
"Trip","1190","07-Jul-2021 18:28","07-Jul-2021 18:36","0.360","0.36","1.000","Port Kennedy","Port Kennedy","25","3.56","10.13","0.83","75.11","74.79","","","49973","49976","0.00%"
"Trip","1191","07-Jul-2021 18:40","07-Jul-2021 19:16","1.907","1.91","1.000","Port Kennedy","Port Kennedy","40","23.92","7.97","4.40","76.96","76.30","","","49976","50000","0.00%"
"Trip","1192","07-Jul-2021 19:23","07-Jul-2021 19:57","1.862","1.86","1.000","Port Kennedy","Port Kennedy","41","23.36","7.97","4.30","80.17","77.02","","","50000","50023","0.00%"
"Trip","1193","07-Jul-2021 20:02","07-Jul-2021 20:50","2.177","2.18","1.000","Port Kennedy","Port Kennedy","32","25.61","8.50","5.02","78.42","76.94","","","50023","50049","0.00%"
"Trip","1194","07-Jul-2021 21:08","07-Jul-2021 21:56","2.648","2.65","1.000","Port Kennedy","Port Kennedy","44","34.86","7.60","6.11","81.78","77.94","","","50049","50084","0.00%"
"Trip","1195","07-Jul-2021 22:01","07-Jul-2021 22:47","1.801","1.80","1.000","Port Kennedy","Baldivis","28","21.88","8.23","4.16","80.90","82.10","","","50084","50106","0.00%"
"Trip","1196","07-Jul-2021 22:59","07-Jul-2021 23:14","1.177","1.18","1.000","Baldivis","Port Kennedy","62","15.95","7.38","2.71","87.26","81.19","","","50106","50122","0.00%"
"Trip","1197","08-Jul-2021 16:17","08-Jul-2021 16:28","0.654","0.65","1.000","Port Kennedy","Port Kennedy","31","5.31","12.31","1.51","69.87","72.15","","","50122","50127","0.00%"
"Trip","1198","08-Jul-2021 16:43","08-Jul-2021 16:51","0.410","0.41","1.000","Port Kennedy","Port Kennedy","32","4.64","8.84","0.94","78.12","78.12","","","50127","50132","0.00%"
"Trip","1199","08-Jul-2021 16:56","08-Jul-2021 17:35","1.698","1.70","1.000","Port Kennedy","Port Kennedy","29","19.12","8.88","3.92","75.59","73.98","","","50132","50151","0.00%"
"Trip","1200","08-Jul-2021 18:04","08-Jul-2021 18:48","2.072","2.07","1.000","Port Kennedy","Port Kennedy","34","24.94","8.31","4.78","77.98","76.90","","","50151","50176","0.00%"
"Trip","1201","08-Jul-2021 18:54","08-Jul-2021 18:58","0.216","0.22","1.000","Port Kennedy","Port Kennedy","33","2.58","8.35","0.49","83.43","78.36","","","50176","50178","0.00%"
"Trip","1202","08-Jul-2021 19:16","08-Jul-2021 20:08","2.512","2.51","1.000","Port Kennedy","Port Kennedy","38","32.07","7.83","5.80","78.01","76.90","","","50178","50210","0.00%"
"Trip","1203","08-Jul-2021 20:19","08-Jul-2021 20:24","0.169","0.17","1.000","Port Kennedy","Port Kennedy","18","1.37","12.30","0.38","90.50","82.82","","","50210","50212","0.00%"
"Trip","1204","09-Jul-2021 14:18","09-Jul-2021 14:30","0.436","0.44","1.000","Port Kennedy","Warnbro","9","1.72","25.43","1.00","93.10","89.70","","","50212","50213","0.00%"
"Trip","1205","09-Jul-2021 14:37","09-Jul-2021 15:14","0.709","0.71","1.000","Warnbro","Warnbro","3","1.92","36.89","1.63","93.68","74.25","","","50213","50215","0.00%"
"Trip","1206","09-Jul-2021 17:16","09-Jul-2021 18:09","2.769","2.77","1.000","Port Kennedy","Warnbro","31","27.08","10.22","6.39","77.10","73.37","","","50215","50242","0.00%"
"Trip","1207","09-Jul-2021 18:13","09-Jul-2021 18:23","0.389","0.39","1.000","Warnbro","","17","3.12","12.45","0.89","75.33","71.64","","","50242","50246","0.00%"
"Trip","1208","09-Jul-2021 18:37","09-Jul-2021 19:12","1.895","1.89","1.000","Warnbro","Port Kennedy","39","22.36","8.47","4.37","78.10","77.59","","","50246","50268","0.00%"
"Trip","1209","09-Jul-2021 19:19","09-Jul-2021 19:33","0.633","0.63","1.000","Port Kennedy","Port Kennedy","25","5.75","11.00","1.46","74.47","71.70","","","50268","50274","0.00%"
"Trip","1210","09-Jul-2021 19:36","09-Jul-2021 19:48","0.683","0.68","1.000","Port Kennedy","Port Kennedy","45","8.65","7.90","1.57","88.50","78.54","","","50274","50282","0.00%"
"Trip","1211","09-Jul-2021 19:54","09-Jul-2021 20:14","1.126","1.13","1.000","Port Kennedy","Port Kennedy","42","13.84","8.14","2.60","81.79","79.30","","","50282","50296","0.00%"
"Trip","1212","09-Jul-2021 20:18","09-Jul-2021 21:18","2.846","2.85","1.000","Port Kennedy","Port Kennedy","34","33.67","8.45","6.57","77.68","75.71","","","50296","50330","0.00%"
"Trip","1213","09-Jul-2021 21:24","09-Jul-2021 21:45","1.055","1.05","1.000","Port Kennedy","Port Kennedy","38","13.04","8.09","2.43","80.26","78.71","","","50330","50343","0.00%"
"Trip","1214","09-Jul-2021 21:51","09-Jul-2021 22:23","1.721","1.72","1.000","Port Kennedy","Port Kennedy","37","19.95","8.63","3.97","81.56","75.97","","","50343","50363","0.00%"
"Trip","1215","09-Jul-2021 23:59","10-Jul-2021 00:16","0.553","0.55","1.000","Port Kennedy","Port Kennedy","6","1.59","34.83","1.27","86.41","79.77","","","50363","50364","0.00%"
"Trip","1216","10-Jul-2021 10:19","10-Jul-2021 10:19","0.051","0.05","1.000","Port Kennedy","","7","0.06","79.14","0.11","100.00","100.00","","","50364","50365","0.00%"
"Trip","1217","10-Jul-2021 10:48","10-Jul-2021 10:49","0.098","0.10","1.000","","","14","0.29","33.72","0.22","42.38","72.46","","","50365","50365","0.00%"
"Trip","1218","10-Jul-2021 11:51","10-Jul-2021 12:13","0.786","0.79","1.000","Port Kennedy","Port Kennedy","14","5.03","15.62","1.81","76.81","74.15","","","50365","50370","0.00%"
"Trip","1219","10-Jul-2021 14:01","10-Jul-2021 14:18","0.427","0.43","1.000","Port Kennedy","Warnbro","8","2.33","18.32","0.98","81.32","65.73","","","50370","50372","0.00%"
"Trip","1220","10-Jul-2021 14:38","10-Jul-2021 14:42","0.189","0.19","1.000","Warnbro","Port Kennedy","28","1.72","11.00","0.43","84.74","77.70","","","50372","50374","0.00%"
"Trip","1221","10-Jul-2021 17:44","10-Jul-2021 17:50","0.376","0.38","1.000","Port Kennedy","Port Kennedy","28","2.65","14.21","0.86","67.89","68.90","","","50374","50377","0.00%"
"Trip","1222","10-Jul-2021 17:53","10-Jul-2021 17:55","0.050","0.05","1.000","Port Kennedy","Port Kennedy","6","0.18","27.79","0.11","66.29","69.26","","","50377","50377","0.00%"
"Trip","1223","10-Jul-2021 17:59","10-Jul-2021 18:13","0.632","0.63","1.000","Port Kennedy","Port Kennedy","34","8.01","7.90","1.46","87.34","87.34","","","50377","50385","0.00%"
"Trip","1224","10-Jul-2021 18:19","10-Jul-2021 18:22","0.140","0.14","1.000","Port Kennedy","Port Kennedy","36","1.49","9.38","0.32","91.04","79.17","","","50385","50386","0.00%"
"Trip","1225","10-Jul-2021 18:26","10-Jul-2021 18:30","0.200","0.20","1.000","Port Kennedy","Port Kennedy","27","1.81","11.09","0.46","79.06","79.98","","","50386","50388","0.00%"
"Trip","1226","10-Jul-2021 18:35","10-Jul-2021 18:48","0.712","0.71","1.000","Port Kennedy","Port Kennedy","43","9.15","7.79","1.64","83.65","78.79","","","50388","50397","0.00%"
"Trip","1227","10-Jul-2021 18:51","10-Jul-2021 20:45","5.488","5.49","1.000","Port Kennedy","Port Kennedy","38","71.12","7.72","12.67","80.23","75.48","","","50397","50468","0.00%"
"Trip","1228","10-Jul-2021 20:54","10-Jul-2021 21:06","0.530","0.53","1.000","Port Kennedy","Port Kennedy","32","6.04","8.77","1.22","87.15","77.66","","","50468","50474","0.00%"
"Trip","1229","10-Jul-2021 21:09","10-Jul-2021 21:23","0.838","0.84","1.000","Port Kennedy","Port Kennedy","46","11.08","7.56","1.93","84.29","80.36","","","50474","50485","0.00%"
"Trip","1230","10-Jul-2021 21:34","10-Jul-2021 21:42","0.174","0.17","1.000","","Port Kennedy","1","0.11","155.46","0.40","100.00","100.00","","","50485","50486","0.00%"
"Trip","1231","10-Jul-2021 22:04","10-Jul-2021 22:05","0.023","0.02","1.000","Port Kennedy","Port Kennedy","9","0.12","19.40","0.05","35.62","58.04","","","50486","50486","0.00%"
"Trip","1232","10-Jul-2021 22:32","10-Jul-2021 22:40","0.424","0.42","1.000","Port Kennedy","Port Kennedy","32","4.54","9.33","0.97","80.56","82.15","","","50486","50490","0.00%"
"Trip","1233","10-Jul-2021 22:49","10-Jul-2021 22:57","0.371","0.37","1.000","Port Kennedy","Port Kennedy","27","3.79","9.78","0.85","81.69","75.19","","","50490","50494","0.00%"
"Trip","1234","10-Jul-2021 23:05","10-Jul-2021 23:27","1.066","1.07","1.000","Port Kennedy","Port Kennedy","36","13.26","8.04","2.46","80.85","77.47","","","50494","50507","0.00%"
"Trip","1235","11-Jul-2021 04:01","11-Jul-2021 04:44","1.242","1.24","1.000","Port Kennedy","Port Kennedy","10","6.82","18.20","2.86","81.06","85.54","","","50507","50514","0.00%"
"Trip","1236","11-Jul-2021 15:39","11-Jul-2021 15:50","0.718","0.72","1.000","Port Kennedy","Rockingham","44","8.19","8.77","1.65","85.97","81.27","","","50514","50522","0.00%"
"Trip","1237","11-Jul-2021 15:54","11-Jul-2021 16:05","0.555","0.56","1.000","Rockingham","Port Kennedy","46","8.09","6.86","1.28","81.62","82.06","","","50522","50530","0.00%"
"Trip","1238","11-Jul-2021 19:53","11-Jul-2021 19:57","0.300","0.30","1.000","Port Kennedy","Port Kennedy","27","1.98","15.17","0.69","76.45","71.42","","","50530","50532","0.00%"
"Trip","1239","11-Jul-2021 21:27","11-Jul-2021 21:52","1.578","1.58","1.000","Port Kennedy","Port Kennedy","44","18.18","8.68","3.64","81.65","75.25","","","50532","50550","0.00%"
"Trip","1240","12-Jul-2021 13:53","12-Jul-2021 14:52","4.083","4.08","1.000","Port Kennedy","Innaloo","65","63.36","6.44","9.43","86.85","86.92","","","50550","50614","0.00%"
"Trip","1241","12-Jul-2021 16:10","12-Jul-2021 16:46","2.116","2.12","1.000","Innaloo","Cockburn Central","54","32.02","6.61","4.88","84.15","82.30","","","50614","50646","0.00%"
"Trip","1242","12-Jul-2021 16:51","12-Jul-2021 17:17","1.591","1.59","1.000","Cockburn Central","Baldivis","59","26.54","6.00","3.67","81.78","82.76","","","50646","50672","0.00%"
"Trip","1243","12-Jul-2021 17:48","12-Jul-2021 18:01","0.921","0.92","1.000","Baldivis","Port Kennedy","48","10.59","8.69","2.12","81.92","74.74","","","50672","50683","0.00%"
"Trip","1244","12-Jul-2021 22:25","12-Jul-2021 22:45","0.676","0.68","1.000","Port Kennedy","Port Kennedy","10","3.37","20.04","1.56","77.42","78.30","","","50683","50686","0.00%"
"Trip","1245","13-Jul-2021 16:33","13-Jul-2021 16:53","0.642","0.64","1.000","Port Kennedy","Port Kennedy","12","3.88","16.54","1.48","70.35","72.98","","","50686","50690","0.00%"
"Trip","1246","13-Jul-2021 16:58","13-Jul-2021 17:12","0.804","0.80","1.000","Port Kennedy","Port Kennedy","43","9.64","8.34","1.85","80.83","77.52","","","50690","50700","0.00%"
"Trip","1247","13-Jul-2021 17:16","13-Jul-2021 17:47","1.406","1.41","1.000","","Port Kennedy","30","15.56","9.04","3.24","79.02","73.68","","","50700","50715","0.00%"
"Trip","1248","13-Jul-2021 17:51","13-Jul-2021 18:01","0.477","0.48","1.000","Port Kennedy","Port Kennedy","33","5.70","8.37","1.10","80.75","78.69","","","50715","50721","0.00%"
"Trip","1249","13-Jul-2021 18:04","13-Jul-2021 18:15","0.547","0.55","1.000","Port Kennedy","Port Kennedy","33","5.80","9.44","1.26","82.37","73.68","","","50721","50727","0.00%"
"Trip","1250","13-Jul-2021 18:20","13-Jul-2021 18:33","0.612","0.61","1.000","Port Kennedy","Port Kennedy","29","6.30","9.71","1.41","77.95","78.07","","","50727","50733","0.00%"
"Trip","1251","13-Jul-2021 18:36","13-Jul-2021 18:49","0.777","0.78","1.000","Port Kennedy","Port Kennedy","45","9.32","8.33","1.79","78.03","77.01","","","50733","50743","0.00%"
"Trip","1252","13-Jul-2021 18:52","13-Jul-2021 19:09","0.970","0.97","1.000","Port Kennedy","Port Kennedy","42","11.88","8.16","2.23","82.98","77.86","","","50743","50754","0.00%"
"Trip","1253","13-Jul-2021 19:17","13-Jul-2021 19:38","0.954","0.95","1.000","Port Kennedy","Port Kennedy","34","11.55","8.26","2.20","82.37","78.89","","","50754","50766","0.00%"
"Trip","1254","13-Jul-2021 19:52","13-Jul-2021 20:17","1.315","1.32","1.000","Port Kennedy","Port Kennedy","36","14.57","9.03","3.03","77.31","72.82","","","50766","50781","0.00%"
"Trip","1255","13-Jul-2021 20:20","13-Jul-2021 20:49","1.429","1.43","1.000","Port Kennedy","Port Kennedy","37","17.60","8.12","3.30","80.07","75.79","","","50781","50798","0.00%"
"Trip","1256","13-Jul-2021 21:17","13-Jul-2021 21:29","0.554","0.55","1.000","Port Kennedy","Port Kennedy","32","6.55","8.46","1.28","83.72","78.96","","","50798","50805","0.00%"
"Trip","1257","13-Jul-2021 21:34","13-Jul-2021 21:46","0.771","0.77","1.000","Port Kennedy","Rockingham","59","11.91","6.48","1.78","92.95","87.84","","","50805","50817","0.00%"
"Trip","1258","13-Jul-2021 21:49","13-Jul-2021 21:58","0.537","0.54","1.000","Rockingham","Port Kennedy","56","8.10","6.63","1.23","93.45","83.70","","","50817","50825","0.00%"
"Trip","1259","14-Jul-2021 12:51","14-Jul-2021 13:50","1.645","1.64","1.000","Port Kennedy","Baldivis","11","10.86","15.14","3.79","76.75","78.93","","","50825","50836","0.00%"
"Trip","1260","14-Jul-2021 13:54","14-Jul-2021 14:08","0.929","0.93","1.000","Baldivis","Port Kennedy","46","10.74","8.65","2.14","80.58","78.02","","","50836","50846","0.00%"
"Trip","1261","14-Jul-2021 17:21","14-Jul-2021 17:25","0.261","0.26","1.000","Port Kennedy","Port Kennedy","23","1.72","15.13","0.60","68.15","75.72","","","50846","50848","0.00%"
"Trip","1262","14-Jul-2021 17:31","14-Jul-2021 17:45","0.633","0.63","1.000","Port Kennedy","Port Kennedy","28","6.31","10.03","1.46","73.58","72.28","","","50848","50854","0.00%"
"Trip","1263","14-Jul-2021 17:48","14-Jul-2021 18:25","1.964","1.96","1.000","Port Kennedy","Port Kennedy","40","24.82","7.91","4.53","80.48","74.94","","","50854","50879","0.00%"
"Trip","1264","14-Jul-2021 18:33","14-Jul-2021 19:06","1.937","1.94","1.000","Port Kennedy","Port Kennedy","45","24.62","7.87","4.47","80.11","75.81","","","50879","50904","0.00%"
"Trip","1265","14-Jul-2021 19:12","14-Jul-2021 19:33","1.063","1.06","1.000","Port Kennedy","","40","14.02","7.59","2.45","86.10","81.39","","","50904","50918","0.00%"
"Trip","1266","14-Jul-2021 20:01","14-Jul-2021 20:19","1.121","1.12","1.000","Secret Harbour","Port Kennedy","49","14.68","7.64","2.59","85.39","80.40","","","50918","50933","0.00%"
"Trip","1267","14-Jul-2021 20:33","14-Jul-2021 20:37","0.201","0.20","1.000","Port Kennedy","Port Kennedy","40","2.48","8.08","0.46","88.01","88.69","","","50933","50935","0.00%"
"Trip","1268","14-Jul-2021 20:46","14-Jul-2021 20:49","0.129","0.13","1.000","Port Kennedy","Port Kennedy","28","1.39","9.32","0.29","91.90","91.90","","","50935","50936","0.00%"
"Trip","1269","15-Jul-2021 15:34","15-Jul-2021 15:39","0.392","0.39","1.000","Port Kennedy","Port Kennedy","35","2.51","15.60","0.90","70.98","68.69","","","50936","50939","0.00%"
"Trip","1270","15-Jul-2021 15:42","15-Jul-2021 15:43","0.056","0.06","1.000","Port Kennedy","Port Kennedy","9","0.25","22.31","0.12","58.89","60.46","","","50939","50939","0.00%"
"Trip","1271","15-Jul-2021 15:57","15-Jul-2021 15:59","0.041","0.04","1.000","Port Kennedy","Port Kennedy","7","0.21","19.24","0.09","100.00","100.00","","","50939","50939","0.00%"
"Trip","1272","15-Jul-2021 16:05","15-Jul-2021 16:15","0.167","0.17","1.000","Port Kennedy","Port Kennedy","1","0.10","166.68","0.38","100.00","100.00","","","50939","50939","0.00%"
"Trip","1273","15-Jul-2021 16:20","15-Jul-2021 16:21","0.031","0.03","1.000","Port Kennedy","Port Kennedy","5","0.11","28.18","0.07","100.00","56.19","","","50939","50940","0.00%"
"Trip","1274","15-Jul-2021 17:07","15-Jul-2021 17:41","1.774","1.77","1.000","Port Kennedy","Port Kennedy","40","22.69","7.82","4.09","77.95","78.44","","","50940","50962","0.00%"
"Trip","1275","15-Jul-2021 17:47","15-Jul-2021 18:45","2.400","2.40","1.000","Port Kennedy","Port Kennedy","29","28.73","8.35","5.54","78.40","75.79","","","50962","50991","0.00%"
"Trip","1276","15-Jul-2021 18:48","15-Jul-2021 19:23","1.819","1.82","1.000","Port Kennedy","Port Kennedy","40","23.16","7.85","4.20","83.22","76.33","","","50991","51014","0.00%"
"Trip","1277","15-Jul-2021 19:35","15-Jul-2021 19:54","0.977","0.98","1.000","Port Kennedy","Port Kennedy","42","12.78","7.65","2.25","86.74","78.60","","","51014","51027","0.00%"
"Trip","1278","15-Jul-2021 20:00","15-Jul-2021 20:01","0.049","0.05","1.000","Port Kennedy","Port Kennedy","4","0.12","41.23","0.11","61.33","100.00","","","51027","51027","0.00%"
"Trip","1279","15-Jul-2021 20:11","15-Jul-2021 20:27","0.263","0.26","1.000","Port Kennedy","Port Kennedy","0","0.13","207.39","0.60","41.29","100.00","","","51027","51027","0.00%"
"Trip","1280","15-Jul-2021 20:58","15-Jul-2021 21:06","0.424","0.42","1.000","Port Kennedy","Port Kennedy","33","4.58","9.26","0.97","78.87","77.53","","","51027","51032","0.00%"
"Trip","1281","15-Jul-2021 21:53","15-Jul-2021 22:09","0.933","0.93","1.000","Port Kennedy","Port Kennedy","46","12.44","7.50","2.15","85.92","80.10","","","51032","51044","0.00%"
"Trip","1282","15-Jul-2021 22:23","15-Jul-2021 22:32","0.504","0.50","1.000","Port Kennedy","Port Kennedy","34","5.35","9.42","1.16","80.88","74.08","","","51044","51050","0.00%"
"Trip","1283","15-Jul-2021 22:48","15-Jul-2021 23:07","1.040","1.04","1.000","Port Kennedy","Port Kennedy","27","8.75","11.89","2.40","71.76","66.84","","","51050","51058","0.00%"
"Trip","1284","16-Jul-2021 02:58","16-Jul-2021 03:52","2.113","2.11","1.000","Port Kennedy","","25","22.35","9.46","4.88","92.01","82.62","","","51058","51081","0.00%"
"Trip","1285","16-Jul-2021 17:18","16-Jul-2021 17:22","0.304","0.30","1.000","","","24","1.73","17.59","0.70","67.34","71.31","","","51081","51082","0.00%"
"Trip","1286","16-Jul-2021 17:38","16-Jul-2021 18:12","1.330","1.33","1.000","","","22","12.86","10.34","3.07","76.30","73.69","","","51082","51095","0.00%"
"Trip","1287","16-Jul-2021 18:17","16-Jul-2021 19:00","1.831","1.83","1.000","","","32","22.59","8.11","4.23","82.96","77.24","","","51095","51118","0.00%"
"Trip","1288","16-Jul-2021 19:04","16-Jul-2021 20:08","2.895","2.90","1.000","","","31","33.54","8.63","6.68","76.99","74.16","","","51118","51151","0.00%"
"Trip","1289","16-Jul-2021 20:37","16-Jul-2021 20:59","0.526","0.53","1.000","","","4","1.65","31.78","1.21","80.16","68.05","","","51151","51153","0.00%"
"Trip","1290","16-Jul-2021 21:04","16-Jul-2021 21:11","0.381","0.38","1.000","","","31","3.87","9.85","0.87","72.59","70.50","","","51153","51157","0.00%"
"Trip","1291","16-Jul-2021 21:47","16-Jul-2021 21:56","0.360","0.36","1.000","","","22","3.15","11.45","0.83","77.03","73.32","","","51157","51160","0.00%"
"Trip","1292","16-Jul-2021 22:36","16-Jul-2021 23:20","2.312","2.31","1.000","","","39","28.48","8.12","5.34","82.65","74.76","","","51160","51189","0.00%"
"Trip","1293","17-Jul-2021 00:02","17-Jul-2021 00:14","0.747","0.75","1.000","","","44","9.29","8.05","1.72","84.06","78.52","","","51189","51198","0.00%"
"Trip","1294","17-Jul-2021 02:44","17-Jul-2021 02:48","0.224","0.22","1.000","","","25","1.63","13.77","0.51","92.82","85.80","","","51198","51199","0.00%"
"Trip","1295","17-Jul-2021 13:47","17-Jul-2021 13:55","0.378","0.38","1.000","","","21","2.68","14.07","0.87","87.85","86.68","","","51199","51202","0.00%"
"Trip","1296","17-Jul-2021 14:14","17-Jul-2021 14:19","0.238","0.24","1.000","","","27","2.18","10.90","0.54","93.14","75.58","","","51202","51204","0.00%"
"Trip","1297","17-Jul-2021 16:54","17-Jul-2021 17:15","1.018","1.02","1.000","","","32","11.29","9.02","2.35","80.46","74.51","","","51204","51216","0.00%"
"Trip","1298","17-Jul-2021 17:26","17-Jul-2021 17:35","0.412","0.41","1.000","","","31","4.59","8.99","0.95","83.81","80.22","","","51216","51220","0.00%"
