"GOFAR Data Export"
"Vehicle","From","To"
"New Car","01-Jul-2020","30-Jun-2021"
,,,,,,,,,,,,,,,,,,,,
"Start Odometer (km)","End Odometer (km)","Total Distance Recorded (km)","Business Distance Recorded (km)","Business Use Percentage",,,,,,,,,,,,,,,
"39185","49541","10367.50","0.00","0.00",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Business trip method","Distance [km]","Rate","Total Claimable",,,,,,,,,,,,,,,,
"ATO","0.00","0.72","0.00",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Type,Trip Index,Start Time,End Time,Fuel (L),Cost,Price per Litre,Start Location,End Location,Average Speed (km/h),Distance (km),Economy (L/100km),CO2 (kg),Acceleration Score,Braking Score,Business,Tags,Odometer Start (km),Odometer End (km),% difference between calculated odometer and actual odometer
"Trip","268","02-Apr-2021 02:31","02-Apr-2021 03:18","2.703","2.70","1.000","Port Kennedy","Port Kennedy","46","35.70","7.57","6.24","80.68","79.86","","","41781","41817","-0.00%"
"Trip","269","02-Apr-2021 13:44","02-Apr-2021 15:13","3.738","3.74","1.000","Port Kennedy","Baldivis","20","30.12","12.41","8.63","77.11","75.09","","","41817","41847","-0.00%"
"Trip","270","02-Apr-2021 15:17","02-Apr-2021 15:33","1.384","1.38","1.000","Baldivis","Port Kennedy","64","16.57","8.35","3.19","79.77","77.26","","","41847","41863","-0.00%"
"Trip","271","02-Apr-2021 17:19","02-Apr-2021 17:26","0.382","0.38","1.000","Port Kennedy","Port Kennedy","17","2.15","17.76","0.88","67.39","67.54","","","41863","41865","-0.00%"
"Trip","272","02-Apr-2021 17:31","02-Apr-2021 17:53","1.257","1.26","1.000","Port Kennedy","Port Kennedy","36","12.92","9.73","2.90","81.08","73.65","","","41865","41878","-0.00%"
"Trip","273","02-Apr-2021 17:56","02-Apr-2021 18:02","0.232","0.23","1.000","Port Kennedy","Port Kennedy","11","1.09","21.33","0.53","73.95","60.51","","","41878","41879","-0.00%"
"Trip","274","02-Apr-2021 18:32","02-Apr-2021 19:09","2.094","2.09","1.000","Port Kennedy","Port Kennedy","38","23.18","9.03","4.83","78.20","76.54","","","41879","41903","-0.00%"
"Trip","275","02-Apr-2021 19:20","02-Apr-2021 19:43","1.125","1.13","1.000","Port Kennedy","Port Kennedy","31","11.84","9.50","2.59","79.42","77.46","","","41903","41914","-0.00%"
"Trip","276","02-Apr-2021 19:48","02-Apr-2021 20:25","2.057","2.06","1.000","Port Kennedy","Port Kennedy","42","25.36","8.11","4.75","83.35","78.03","","","41914","41940","-0.00%"
"Trip","277","02-Apr-2021 20:48","02-Apr-2021 20:51","0.207","0.21","1.000","Port Kennedy","Port Kennedy","26","1.62","12.82","0.47","83.55","73.58","","","41940","41941","-0.00%"
"Trip","278","03-Apr-2021 09:48","03-Apr-2021 10:02","0.839","0.84","1.000","Port Kennedy","Rockingham","36","8.55","9.81","1.93","74.64","74.95","","","41941","41950","-0.00%"
"Trip","279","03-Apr-2021 10:22","03-Apr-2021 10:25","0.068","0.07","1.000","Rockingham","","4","0.21","32.38","0.15","100.00","100.00","","","41950","41950","-0.00%"
"Trip","280","03-Apr-2021 11:01","03-Apr-2021 11:19","0.291","0.29","1.000","","","0","0.05","598.68","0.67","100.00","100.00","","","41950","41950","-0.00%"
"Trip","281","03-Apr-2021 11:49","03-Apr-2021 11:50","0.024","0.02","1.000","","","2","0.03","86.54","0.05","100.00","100.00","","","41950","41950","-0.00%"
"Trip","282","03-Apr-2021 12:37","03-Apr-2021 12:40","0.107","0.11","1.000","Rockingham","Rockingham","11","0.56","19.24","0.24","82.89","57.61","","","41950","41951","-0.00%"
"Trip","283","03-Apr-2021 12:43","03-Apr-2021 13:10","1.118","1.12","1.000","Rockingham","Port Kennedy","19","8.50","13.15","2.58","75.83","75.42","","","41951","41959","-0.00%"
"Trip","284","03-Apr-2021 13:21","03-Apr-2021 13:24","0.074","0.07","1.000","Port Kennedy","Port Kennedy","0","0","999.00","0.17","100.00","100.00","","","41959","41959","-0.00%"
"Trip","285","03-Apr-2021 16:01","03-Apr-2021 16:54","3.467","3.47","1.000","Port Kennedy","Kelmscott","55","48.90","7.09","8.00","83.46","81.23","","","41959","42008","-0.00%"
"Trip","286","03-Apr-2021 23:35","04-Apr-2021 00:20","3.248","3.25","1.000","Kelmscott","Port Kennedy","65","48.61","6.68","7.50","88.14","82.89","","","42008","42057","-0.00%"
"Trip","287","04-Apr-2021 18:05","04-Apr-2021 18:34","2.084","2.08","1.000","Port Kennedy","Port Kennedy","45","22.41","9.30","4.81","77.85","76.31","","","42057","42079","-0.00%"
"Trip","288","06-Apr-2021 03:14","06-Apr-2021 03:35","0.809","0.81","1.000","Port Kennedy","","8","2.66","30.47","1.86","80.86","86.07","","","42079","42082","-0.00%"
"Trip","289","06-Apr-2021 03:39","06-Apr-2021 03:40","0.021","0.02","1.000","","","0","0","999.00","0.04","100.00","100.00","","","42082","42082","-0.00%"
"Trip","290","06-Apr-2021 03:43","06-Apr-2021 03:45","0.038","0.04","1.000","","","0","0","999.00","0.08","100.00","100.00","","","42082","42082","-0.00%"
"Trip","291","06-Apr-2021 03:59","06-Apr-2021 04:03","0.251","0.25","1.000","","","41","2.80","8.96","0.58","100.00","84.03","","","42082","42085","-0.00%"
"Trip","292","06-Apr-2021 09:49","06-Apr-2021 09:53","0.307","0.31","1.000","","","23","1.74","17.64","0.70","70.87","70.87","","","42085","42086","-0.00%"
"Trip","293","06-Apr-2021 10:28","06-Apr-2021 10:31","0.191","0.19","1.000","","","17","0.65","29.46","0.44","54.26","49.21","","","42086","42087","-0.00%"
"Trip","294","06-Apr-2021 10:34","06-Apr-2021 10:37","0.228","0.23","1.000","","","34","1.88","12.12","0.52","80.35","71.55","","","42087","42089","-0.00%"
"Trip","295","06-Apr-2021 17:13","06-Apr-2021 17:19","0.327","0.33","1.000","","","19","1.71","19.08","0.75","67.65","70.17","","","42089","42091","-0.00%"
"Trip","296","06-Apr-2021 17:33","06-Apr-2021 18:15","2.370","2.37","1.000","","","37","25.78","9.20","5.47","76.78","74.95","","","42091","42116","-0.00%"
"Trip","297","06-Apr-2021 18:31","06-Apr-2021 18:39","0.448","0.45","1.000","","","27","3.74","11.98","1.03","75.09","73.01","","","42116","42120","-0.00%"
"Trip","298","06-Apr-2021 19:00","06-Apr-2021 19:09","0.620","0.62","1.000","","","36","5.40","11.48","1.43","73.26","70.02","","","42120","42126","-0.00%"
"Trip","299","06-Apr-2021 19:16","06-Apr-2021 19:37","1.339","1.34","1.000","","","49","16.87","7.94","3.09","81.30","77.02","","","42126","42142","-0.00%"
"Trip","300","06-Apr-2021 20:06","06-Apr-2021 20:21","0.910","0.91","1.000","","","49","12.24","7.43","2.10","81.08","81.67","","","42142","42155","-0.00%"
"Trip","301","06-Apr-2021 20:33","06-Apr-2021 20:35","0.161","0.16","1.000","","","37","1.62","9.94","0.37","84.97","76.20","","","42155","42156","-0.00%"
"Trip","302","06-Apr-2021 22:07","06-Apr-2021 22:33","1.201","1.20","1.000","","","26","11.30","10.63","2.77","79.41","77.37","","","42156","42168","-0.00%"
"Trip","303","06-Apr-2021 22:40","06-Apr-2021 22:41","0.032","0.03","1.000","","","10","0.20","16.13","0.07","100.00","100.00","","","42168","42168","-0.00%"
"Trip","304","06-Apr-2021 22:51","06-Apr-2021 23:25","1.499","1.50","1.000","","","32","18.03","8.31","3.46","81.03","75.26","","","42168","42186","-0.00%"
"Trip","305","07-Apr-2021 11:46","07-Apr-2021 12:35","2.480","2.48","1.000","","","33","27.12","9.14","5.72","76.87","77.39","","","42186","42213","-0.00%"
"Trip","306","07-Apr-2021 12:51","07-Apr-2021 12:53","0.044","0.04","1.000","","","0","0","999.00","0.10","100.00","100.00","","","42213","42213","-0.00%"
"Trip","307","07-Apr-2021 13:00","07-Apr-2021 13:01","0.030","0.03","1.000","","","0","0","999.00","0.06","100.00","100.00","","","42213","42213","-0.00%"
"Trip","308","07-Apr-2021 13:06","07-Apr-2021 13:13","0.245","0.25","1.000","","","13","1.58","15.54","0.56","75.94","72.28","","","42213","42215","-0.00%"
"Trip","309","07-Apr-2021 17:20","07-Apr-2021 17:25","0.281","0.28","1.000","","","21","1.72","16.36","0.64","70.72","72.38","","","42215","42216","-0.00%"
"Trip","310","07-Apr-2021 17:31","07-Apr-2021 17:38","0.437","0.44","1.000","","","31","3.56","12.30","1.01","77.86","71.67","","","42216","42220","-0.00%"
"Trip","311","07-Apr-2021 17:45","07-Apr-2021 18:10","1.395","1.39","1.000","","","36","14.90","9.36","3.22","76.33","76.33","","","42220","42235","-0.00%"
"Trip","312","07-Apr-2021 18:14","07-Apr-2021 18:35","1.271","1.27","1.000","","","45","15.29","8.31","2.93","79.49","77.15","","","42235","42250","-0.00%"
"Trip","313","07-Apr-2021 18:46","07-Apr-2021 18:56","0.538","0.54","1.000","","","37","5.84","9.22","1.24","79.44","76.82","","","42250","42256","-0.00%"
"Trip","314","07-Apr-2021 19:04","07-Apr-2021 19:18","0.970","0.97","1.000","","","49","12.13","8.00","2.24","82.16","76.20","","","42256","42268","-0.00%"
"Trip","315","07-Apr-2021 19:41","07-Apr-2021 19:50","0.494","0.49","1.000","","","36","5.60","8.83","1.14","79.47","83.71","","","42268","42274","-0.00%"
"Trip","316","07-Apr-2021 20:01","07-Apr-2021 20:35","2.097","2.10","1.000","","","45","25.34","8.28","4.84","79.87","76.20","","","42274","42299","-0.00%"
"Trip","317","07-Apr-2021 20:39","07-Apr-2021 20:55","0.770","0.77","1.000","","","29","7.79","9.88","1.77","78.79","73.85","","","42299","42307","-0.00%"
"Trip","318","07-Apr-2021 20:58","07-Apr-2021 21:04","0.335","0.34","1.000","","","37","3.51","9.54","0.77","84.75","72.94","","","42307","42310","-0.00%"
"Trip","319","07-Apr-2021 21:17","07-Apr-2021 21:30","0.834","0.83","1.000","","","46","10.18","8.19","1.92","81.36","80.18","","","42310","42320","-0.00%"
"Trip","320","07-Apr-2021 21:53","07-Apr-2021 21:54","0.028","0.03","1.000","","","8","0.12","23.41","0.06","41.82","100.00","","","42320","42321","-0.00%"
"Trip","321","07-Apr-2021 22:14","07-Apr-2021 22:17","0.174","0.17","1.000","","","29","1.62","10.78","0.40","80.49","75.81","","","42321","42322","-0.00%"
"Trip","322","08-Apr-2021 16:05","08-Apr-2021 16:09","0.312","0.31","1.000","","","30","1.91","16.35","0.72","68.64","69.24","","","42322","42324","-0.00%"
"Trip","323","08-Apr-2021 16:13","08-Apr-2021 16:19","0.183","0.18","1.000","","","2","0.18","100.15","0.42","69.69","51.43","","","42324","42324","-0.00%"
"Trip","324","08-Apr-2021 16:27","08-Apr-2021 16:31","0.276","0.28","1.000","","","32","2.17","12.71","0.63","71.83","72.72","","","42324","42326","-0.00%"
"Trip","325","08-Apr-2021 16:35","08-Apr-2021 16:39","0.293","0.29","1.000","","","37","2.58","11.34","0.67","73.47","73.07","","","42326","42329","-0.00%"
"Trip","326","08-Apr-2021 16:53","08-Apr-2021 17:12","1.323","1.32","1.000","","","49","15.84","8.35","3.05","78.94","76.31","","","42329","42345","-0.00%"
"Trip","327","08-Apr-2021 17:26","08-Apr-2021 17:39","0.832","0.83","1.000","","","46","9.70","8.58","1.92","81.21","75.79","","","42345","42355","-0.00%"
"Trip","328","08-Apr-2021 17:46","08-Apr-2021 18:02","1.052","1.05","1.000","","","48","12.62","8.34","2.43","77.65","76.96","","","42355","42367","-0.00%"
"Trip","329","08-Apr-2021 18:37","08-Apr-2021 18:57","1.025","1.02","1.000","","","31","10.34","9.91","2.36","78.41","75.91","","","42367","42377","-0.00%"
"Trip","330","08-Apr-2021 19:02","08-Apr-2021 19:16","1.045","1.05","1.000","","","53","12.39","8.43","2.41","79.06","77.13","","","42377","42390","-0.00%"
"Trip","331","08-Apr-2021 19:22","08-Apr-2021 19:27","0.288","0.29","1.000","","","45","3.25","8.85","0.66","88.97","83.11","","","42390","42393","-0.00%"
"Trip","332","08-Apr-2021 19:35","08-Apr-2021 19:40","0.289","0.29","1.000","","","39","3.36","8.60","0.66","85.68","78.50","","","42393","42397","-0.00%"
"Trip","333","08-Apr-2021 19:44","08-Apr-2021 20:09","1.272","1.27","1.000","","","36","15.15","8.39","2.93","80.12","75.89","","","42397","42412","-0.00%"
"Trip","334","08-Apr-2021 20:13","08-Apr-2021 20:26","0.676","0.68","1.000","","","30","6.13","11.02","1.56","74.21","68.33","","","42412","42418","-0.00%"
"Trip","335","09-Apr-2021 01:38","09-Apr-2021 01:49","0.927","0.93","1.000","","","59","11.57","8.01","2.14","85.44","81.49","","","42418","42429","-0.00%"
"Trip","336","09-Apr-2021 02:06","09-Apr-2021 02:20","0.942","0.94","1.000","","","52","12.01","7.85","2.17","92.24","80.16","","","42429","42441","-0.00%"
"Trip","337","09-Apr-2021 13:35","09-Apr-2021 14:03","1.424","1.42","1.000","","","30","13.88","10.26","3.28","82.49","80.50","","","42441","42455","-0.00%"
"Trip","338","09-Apr-2021 14:07","09-Apr-2021 14:11","0.197","0.20","1.000","","","17","1.08","18.23","0.45","76.23","59.47","","","42455","42456","-0.00%"
"Trip","339","09-Apr-2021 14:50","09-Apr-2021 15:10","1.166","1.17","1.000","","","38","12.93","9.02","2.69","81.75","79.22","","","42456","42469","-0.00%"
"Trip","340","09-Apr-2021 15:42","09-Apr-2021 16:05","1.069","1.07","1.000","","","28","10.71","9.98","2.47","83.54","79.19","","","42469","42480","-0.00%"
"Trip","341","09-Apr-2021 16:26","09-Apr-2021 16:34","0.487","0.49","1.000","","","49","6.28","7.76","1.12","100.00","81.36","","","42480","42486","-0.00%"
"Trip","342","09-Apr-2021 17:19","09-Apr-2021 17:22","0.235","0.24","1.000","","","29","1.71","13.74","0.54","67.65","73.91","","","42486","42488","-0.00%"
"Trip","343","09-Apr-2021 17:29","09-Apr-2021 18:03","2.010","2.01","1.000","","","42","24.22","8.30","4.64","82.95","76.99","","","42488","42512","-0.00%"
"Trip","344","09-Apr-2021 18:19","09-Apr-2021 18:32","0.867","0.87","1.000","","","42","9.33","9.29","2.00","76.80","76.87","","","42512","42521","-0.00%"
"Trip","345","09-Apr-2021 18:35","09-Apr-2021 18:41","0.283","0.28","1.000","","","40","3.43","8.26","0.65","86.69","81.84","","","42521","42525","-0.00%"
"Trip","346","09-Apr-2021 18:45","09-Apr-2021 19:07","1.243","1.24","1.000","","","40","15.32","8.11","2.87","83.06","79.07","","","42525","42540","-0.00%"
"Trip","347","09-Apr-2021 19:16","09-Apr-2021 19:59","2.393","2.39","1.000","","","38","27.38","8.74","5.52","77.49","74.05","","","42540","42568","-0.00%"
"Trip","348","09-Apr-2021 21:08","09-Apr-2021 21:27","1.067","1.07","1.000","","Port Kennedy","40","12.55","8.50","2.46","78.71","78.71","","","42568","42580","-0.00%"
"Trip","349","10-Apr-2021 14:35","10-Apr-2021 14:38","0.226","0.23","1.000","Port Kennedy","Port Kennedy","23","1.26","17.87","0.52","89.96","82.86","","","42580","42581","-0.00%"
"Trip","350","10-Apr-2021 15:11","10-Apr-2021 15:15","0.231","0.23","1.000","Port Kennedy","Port Kennedy","23","1.56","14.80","0.53","92.57","91.30","","","42581","42583","-0.00%"
"Trip","351","10-Apr-2021 16:44","10-Apr-2021 16:55","0.623","0.62","1.000","Port Kennedy","Port Kennedy","30","5.31","11.74","1.43","74.39","73.03","","","42583","42588","-0.54%"
"Trip","352","10-Apr-2021 17:07","10-Apr-2021 17:23","0.978","0.98","1.000","Port Kennedy","Port Kennedy","45","11.96","8.18","2.26","81.66","80.49","","","42588","42600","-0.54%"
"Trip","353","10-Apr-2021 17:47","10-Apr-2021 18:00","0.769","0.77","1.000","Port Kennedy","Port Kennedy","40","8.54","9.00","1.77","77.65","77.91","","","42600","42609","-0.54%"
"Trip","354","10-Apr-2021 18:08","10-Apr-2021 18:27","1.012","1.01","1.000","Port Kennedy","Port Kennedy","29","9.41","10.75","2.33","72.14","73.51","","","42609","42618","-0.54%"
"Trip","355","10-Apr-2021 18:31","10-Apr-2021 20:34","6.353","6.35","1.000","Port Kennedy","Port Kennedy","36","72.92","8.71","14.67","75.60","73.35","","","42618","42691","-0.54%"
"Trip","356","10-Apr-2021 20:37","10-Apr-2021 20:52","0.698","0.70","1.000","Port Kennedy","Port Kennedy","26","6.47","10.80","1.61","73.20","70.92","","","42691","42697","-0.54%"
"Trip","357","10-Apr-2021 21:40","10-Apr-2021 22:01","1.110","1.11","1.000","Port Kennedy","Port Kennedy","35","12.47","8.90","2.56","77.17","75.32","","","42697","42709","-0.54%"
"Trip","358","10-Apr-2021 22:10","10-Apr-2021 22:13","0.174","0.17","1.000","Port Kennedy","Port Kennedy","36","1.59","10.97","0.40","81.46","74.43","","","42709","42711","-0.54%"
"Trip","359","11-Apr-2021 14:13","11-Apr-2021 14:30","1.008","1.01","1.000","Port Kennedy","","40","10.99","9.17","2.32","83.25","81.54","","","42711","42722","-0.54%"
"Trip","360","11-Apr-2021 15:02","11-Apr-2021 15:14","0.679","0.68","1.000","","","47","8.90","7.63","1.56","87.06","78.81","","","42722","42731","-0.54%"
"Trip","361","12-Apr-2021 13:46","12-Apr-2021 13:52","0.357","0.36","1.000","","","28","2.49","14.33","0.82","74.85","75.33","","","42731","42733","-0.54%"
"Trip","362","12-Apr-2021 13:55","12-Apr-2021 14:06","0.367","0.37","1.000","Port Kennedy","Port Kennedy","14","2.53","14.49","0.84","77.31","75.73","","","42733","42736","-0.54%"
"Trip","363","12-Apr-2021 14:13","12-Apr-2021 14:56","2.226","2.23","1.000","Port Kennedy","Warnbro","38","27.58","8.07","5.14","79.22","75.74","","","42736","42763","-0.54%"
"Trip","364","12-Apr-2021 15:04","12-Apr-2021 15:07","0.226","0.23","1.000","Warnbro","","31","1.75","12.91","0.52","75.55","72.63","","","42763","42765","-0.54%"
"Trip","365","12-Apr-2021 15:16","12-Apr-2021 15:19","0.204","0.20","1.000","","","28","1.40","14.60","0.47","64.58","64.36","","","42765","42766","-0.54%"
"Trip","366","12-Apr-2021 15:43","12-Apr-2021 15:47","0.192","0.19","1.000","","","20","1.36","14.20","0.44","71.06","60.39","","","42766","42768","-0.54%"
"Trip","367","12-Apr-2021 17:31","12-Apr-2021 17:36","0.254","0.25","1.000","","","22","1.80","14.14","0.58","68.90","73.80","","","42768","42769","-0.54%"
"Trip","368","12-Apr-2021 19:29","12-Apr-2021 19:58","1.904","1.90","1.000","","","51","25.17","7.56","4.39","81.91","80.35","","","42769","42794","-0.54%"
"Trip","369","12-Apr-2021 20:26","12-Apr-2021 20:43","0.852","0.85","1.000","","","41","11.23","7.59","1.96","84.35","86.19","","","42794","42806","-0.54%"
"Trip","370","12-Apr-2021 20:53","12-Apr-2021 20:53","0.000","0.00","","","","0","0","999.00","0.00","100.00","100.00","","","42806","42806","-0.54%"
"Trip","371","12-Apr-2021 21:02","12-Apr-2021 21:08","0.305","0.30","1.000","","","22","2.58","11.80","0.70","84.36","87.01","","","42806","42808","-0.54%"
"Trip","372","12-Apr-2021 21:28","12-Apr-2021 21:29","0.061","0.06","1.000","","","13","0.34","17.84","0.14","100.00","100.00","","","42808","42809","-0.54%"
"Trip","373","12-Apr-2021 21:33","12-Apr-2021 21:38","0.085","0.08","1.000","","","0","0","999.00","0.19","100.00","100.00","","","42809","42809","-0.54%"
"Trip","374","12-Apr-2021 21:48","12-Apr-2021 22:11","1.580","1.58","1.000","","","45","17.67","8.94","3.65","79.16","76.98","","","42809","42826","-0.54%"
"Trip","375","13-Apr-2021 12:27","13-Apr-2021 13:23","4.047","4.05","1.000","","","70","64.88","6.24","9.34","83.37","84.89","","","42826","42891","-0.54%"
"Trip","376","13-Apr-2021 13:27","13-Apr-2021 14:14","3.650","3.65","1.000","","","69","54.25","6.73","8.43","87.10","83.66","","","42891","42945","-0.54%"
"Trip","377","13-Apr-2021 14:18","13-Apr-2021 14:30","0.902","0.90","1.000","","","52","9.87","9.14","2.08","84.20","79.24","","","42945","42954","-0.54%"
"Trip","378","13-Apr-2021 14:43","13-Apr-2021 14:48","0.252","0.25","1.000","","","21","1.72","14.64","0.58","70.74","73.00","","","42954","42956","-0.54%"
"Trip","379","13-Apr-2021 15:01","13-Apr-2021 15:03","0.150","0.15","1.000","","","36","1.59","9.43","0.34","91.42","80.33","","","42956","42958","-0.54%"
"Trip","380","13-Apr-2021 16:46","13-Apr-2021 16:57","0.479","0.48","1.000","","","22","3.88","12.36","1.10","71.62","69.12","","","42958","42962","-0.54%"
"Trip","381","13-Apr-2021 17:08","13-Apr-2021 17:26","1.085","1.08","1.000","","","46","13.17","8.24","2.50","81.93","78.44","","","42962","42975","-0.54%"
"Trip","382","13-Apr-2021 17:32","13-Apr-2021 17:33","0.038","0.04","1.000","","","10","0.17","22.11","0.08","100.00","100.00","","","42975","42975","-0.54%"
"Trip","383","13-Apr-2021 17:38","13-Apr-2021 17:39","0.058","0.06","1.000","","","9","0.21","27.41","0.13","72.22","58.56","","","42975","42975","-0.54%"
"Trip","384","13-Apr-2021 17:51","13-Apr-2021 18:16","1.245","1.24","1.000","","","34","14.03","8.87","2.87","76.95","76.38","","","42975","42989","-0.54%"
"Trip","385","13-Apr-2021 18:28","13-Apr-2021 18:47","1.324","1.32","1.000","","","47","15.04","8.80","3.05","75.11","74.27","","","42989","43004","-0.54%"
"Trip","386","13-Apr-2021 19:06","13-Apr-2021 19:14","0.370","0.37","1.000","","","30","4.12","8.98","0.85","76.37","81.00","","","43004","43008","-0.54%"
"Trip","387","13-Apr-2021 19:18","13-Apr-2021 20:12","2.570","2.57","1.000","","","36","32.07","8.02","5.93","76.99","74.89","","","43008","43040","-0.54%"
"Trip","388","13-Apr-2021 20:59","13-Apr-2021 21:10","0.533","0.53","1.000","","","32","5.97","8.94","1.23","78.60","77.69","","","43040","43046","-0.54%"
"Trip","389","13-Apr-2021 21:31","13-Apr-2021 21:36","0.347","0.35","1.000","","","34","3.08","11.26","0.80","71.64","70.71","","","43046","43049","-0.54%"
"Trip","390","13-Apr-2021 21:42","13-Apr-2021 22:08","1.081","1.08","1.000","","","28","11.96","9.04","2.49","81.05","75.01","","","43049","43061","-0.54%"
"Trip","391","14-Apr-2021 00:50","14-Apr-2021 01:05","0.968","0.97","1.000","","","47","11.57","8.37","2.23","86.13","84.49","","","43061","43072","-0.54%"
"Trip","392","14-Apr-2021 01:57","14-Apr-2021 02:12","1.011","1.01","1.000","","","46","11.35","8.91","2.33","93.60","78.57","","","43072","43084","-0.54%"
"Trip","393","14-Apr-2021 13:36","14-Apr-2021 13:39","0.255","0.26","1.000","","","21","1.29","19.75","0.58","100.00","74.55","","","43084","43085","-0.54%"
"Trip","394","14-Apr-2021 13:43","14-Apr-2021 13:47","0.199","0.20","1.000","","","26","1.59","12.53","0.45","91.41","85.60","","","43085","43087","-0.54%"
"Trip","395","14-Apr-2021 17:14","14-Apr-2021 17:18","0.291","0.29","1.000","","","32","1.92","15.18","0.67","69.52","69.11","","","43087","43088","-0.54%"
"Trip","396","14-Apr-2021 17:21","14-Apr-2021 17:23","0.067","0.07","1.000","","","5","0.19","35.15","0.15","100.00","100.00","","","43088","43089","-0.54%"
"Trip","397","14-Apr-2021 17:35","14-Apr-2021 17:47","0.588","0.59","1.000","","","36","7.08","8.30","1.35","83.15","80.98","","","43089","43096","-0.54%"
"Trip","398","14-Apr-2021 17:52","14-Apr-2021 18:02","0.486","0.49","1.000","","","32","5.17","9.40","1.12","78.91","78.44","","","43096","43101","-0.54%"
"Trip","399","14-Apr-2021 18:05","14-Apr-2021 18:14","0.431","0.43","1.000","","","22","3.38","12.74","0.99","77.65","65.81","","","43101","43104","-0.54%"
"Trip","400","14-Apr-2021 18:19","14-Apr-2021 18:28","0.441","0.44","1.000","","","33","5.12","8.61","1.01","77.63","82.02","","","43104","43109","-0.54%"
"Trip","401","14-Apr-2021 18:59","14-Apr-2021 19:37","2.041","2.04","1.000","","","36","23.00","8.87","4.71","75.97","73.68","","","43109","43132","-0.54%"
"Trip","402","14-Apr-2021 19:41","14-Apr-2021 19:58","0.671","0.67","1.000","","","20","5.60","11.98","1.54","72.38","68.65","","","43132","43138","-0.54%"
"Trip","403","14-Apr-2021 20:01","14-Apr-2021 20:14","0.805","0.81","1.000","","","44","9.30","8.65","1.86","76.71","72.89","","","43138","43147","-0.54%"
"Trip","404","14-Apr-2021 21:18","14-Apr-2021 21:25","0.564","0.56","1.000","","","41","5.40","10.46","1.30","74.63","70.63","","","43147","43152","-0.54%"
"Trip","405","14-Apr-2021 22:10","14-Apr-2021 22:19","0.335","0.33","1.000","","","19","3.06","10.93","0.77","81.97","78.20","","","43152","43155","-0.54%"
"Trip","406","14-Apr-2021 22:29","14-Apr-2021 22:37","0.247","0.25","1.000","","","13","1.74","14.24","0.57","77.38","69.16","","","43155","43157","-0.54%"
"Trip","407","15-Apr-2021 14:28","15-Apr-2021 14:34","0.449","0.45","1.000","","","20","2.17","20.65","1.03","67.52","70.80","","","43157","43159","-0.54%"
"Trip","408","15-Apr-2021 14:50","15-Apr-2021 15:08","0.950","0.95","1.000","Warnbro","Rockingham","35","10.41","9.13","2.19","81.83","82.57","","","43159","43170","-0.54%"
"Trip","409","15-Apr-2021 15:18","15-Apr-2021 15:38","1.366","1.37","1.000","Rockingham","Port Kennedy","51","16.97","8.05","3.15","85.70","80.14","","","43170","43187","-0.54%"
"Trip","410","15-Apr-2021 16:19","15-Apr-2021 16:23","0.258","0.26","1.000","Port Kennedy","Port Kennedy","24","1.72","15.00","0.59","65.96","79.53","","","43187","43188","-0.54%"
"Trip","411","15-Apr-2021 17:49","15-Apr-2021 18:15","1.420","1.42","1.000","Port Kennedy","Port Kennedy","35","15.38","9.23","3.27","78.85","75.52","","","43188","43204","-0.54%"
"Trip","412","15-Apr-2021 18:50","15-Apr-2021 18:58","0.440","0.44","1.000","Port Kennedy","Port Kennedy","24","3.37","13.04","1.01","71.63","68.72","","","43204","43207","-0.54%"
"Trip","413","15-Apr-2021 19:39","15-Apr-2021 19:54","0.846","0.85","1.000","Port Kennedy","Port Kennedy","40","9.95","8.50","1.95","77.79","74.78","","","43207","43217","-0.54%"
"Trip","414","15-Apr-2021 20:01","15-Apr-2021 20:26","1.329","1.33","1.000","Port Kennedy","Port Kennedy","34","14.18","9.37","3.06","76.13","70.33","","","43217","43231","-0.54%"
"Trip","415","15-Apr-2021 20:29","15-Apr-2021 20:44","0.821","0.82","1.000","Port Kennedy","Port Kennedy","44","10.54","7.79","1.89","86.70","77.01","","","43231","43241","-0.54%"
"Trip","416","15-Apr-2021 20:52","15-Apr-2021 20:56","0.178","0.18","1.000","Port Kennedy","Port Kennedy","22","1.58","11.25","0.41","90.24","74.41","","","43241","43243","-0.54%"
"Trip","417","16-Apr-2021 02:17","16-Apr-2021 02:59","1.292","1.29","1.000","Port Kennedy","Port Kennedy","8","5.73","22.54","2.98","82.51","75.91","","","43243","43249","-0.54%"
"Trip","418","16-Apr-2021 13:35","16-Apr-2021 13:46","0.555","0.56","1.000","Port Kennedy","Port Kennedy","19","3.31","16.76","1.28","74.63","74.63","","","43249","43252","-0.54%"
"Trip","419","16-Apr-2021 17:17","16-Apr-2021 17:26","0.410","0.41","1.000","Port Kennedy","Port Kennedy","14","2.15","19.05","0.94","65.18","63.87","","","43252","43254","-0.54%"
"Trip","420","16-Apr-2021 17:30","16-Apr-2021 17:47","1.088","1.09","1.000","Port Kennedy","Port Kennedy","50","14.06","7.74","2.51","81.77","78.31","","","43254","43268","-0.54%"
"Trip","421","16-Apr-2021 18:34","16-Apr-2021 19:09","1.919","1.92","1.000","Port Kennedy","Port Kennedy","36","20.52","9.35","4.43","75.43","72.59","","","43268","43288","-0.54%"
